node_1,node_2,weight
New Zealand,Panama,33.0
New Zealand,Russia,27.0
New Zealand,Saint Kitts and Nevis,2.0
New Zealand,Samoa,12.0
New Zealand,Seychelles,4.0
New Zealand,Singapore,3.0
New Zealand,United Arab Emirates,1.0
New Zealand,United Kingdom,39.0
New Zealand,United States,15.0
British Virgin Islands,Nicaragua,4.0
Cayman Islands,Nicaragua,2.0
Nicaragua,Panama,20.0
Bahamas,Nigeria,10.0
Barbados,Nigeria,2.0
Bermuda,Nigeria,2.0
British Virgin Islands,Nigeria,30.0
Cayman Islands,Nigeria,4.0
Cyprus,Nigeria,1.0
Hong Kong,Nigeria,4.0
Ireland,Nigeria,1.0
Nigeria,Panama,5.0
Nigeria,Russia,1.0
Nigeria,Seychelles,4.0
Nigeria,United Kingdom,1.0
Niue,Panama,3650.0
Niue,Russia,733.0
Niue,Seychelles,11.0
Norfolk Island,United States,2.0
British Virgin Islands,Northern Mariana Islands,1.5
Bahamas,Norway,2.0
Barbados,Norway,4.0
Bermuda,Norway,52.0
British Virgin Islands,Norway,33.5
Canada,Norway,3.0
Cayman Islands,Norway,12.0
Cyprus,Norway,2.0
Hong Kong,Norway,4.0
Ireland,Norway,2.0
Norway,Panama,19.0
Norway,Russia,3.0
Norway,United Kingdom,11.0
Norway,United States,2.0
British Virgin Islands,Oman,9.0
Cayman Islands,Oman,2.0
Oman,Panama,1.0
Oman,Russia,2.0
Bahamas,Pakistan,2.0
Bermuda,Pakistan,2.0
British Virgin Islands,Pakistan,34.0
Canada,Pakistan,3.0
China,Pakistan,1.0
Cyprus,Pakistan,1.0
Hong Kong,Pakistan,12.0
Ireland,Pakistan,4.0
Luxembourg,Pakistan,1.0
Pakistan,Panama,5.0
Pakistan,Russia,4.0
Pakistan,Saint Kitts and Nevis,2.0
Pakistan,Seychelles,1.0
Pakistan,Singapore,1.0
Pakistan,United Arab Emirates,2.0
Pakistan,United Kingdom,5.0
Pakistan,United States,3.0
British Virgin Islands,Palestine,1.0
Cyprus,Palestine,1.0
Nevada,Panama,164.0
Panama,Russia,440.0
Panama,Saint Kitts and Nevis,244.0
Panama,Samoa,1171.0
Panama,Seychelles,2736.0
Panama,Singapore,418.0
Panama,Sweden,21.0
Panama,Switzerland,23218.0
Panama,Ukraine,83.0
Panama,United Kingdom,3462.0
Panama,United States,1906.0
Panama,Uruguay,5321.0
Panama,Wyoming,10.0
British Virgin Islands,Papua New Guinea,3.0
Ireland,Papua New Guinea,1.0
Latvia,Papua New Guinea,1.0
Papua New Guinea,United Kingdom,1.0
Bahamas,Paraguay,20.0
British Virgin Islands,Paraguay,57.0
Cyprus,Paraguay,1.0
Hong Kong,Paraguay,1.0
Ireland,Paraguay,1.0
Nevada,Paraguay,10.0
Niue,Paraguay,2.0
Panama,Paraguay,169.0
Paraguay,United States,1.0
Bahamas,Peru,4.0
Barbados,Peru,2.0
Bermuda,Peru,2.0
British Virgin Islands,Peru,30.0
China,Peru,3.0
Cyprus,Peru,3.0
Hong Kong,Peru,3.0
Isle of Man,Peru,2.0
New Zealand,Peru,2.0
Niue,Peru,2.0
Panama,Peru,71.0
Peru,Russia,1.0
Peru,Seychelles,2.0
Peru,United Kingdom,3.0
Antigua and Barbuda,Philippines,4.0
Bahamas,Philippines,4.0
Belize,Philippines,1.0
Bermuda,Philippines,18.0
British Anguilla,Philippines,2.0
British Virgin Islands,Philippines,442.5
Canada,Philippines,13.0
Cayman Islands,Philippines,5.0
China,Philippines,18.0
Curaçao,Philippines,1.0
Cyprus,Philippines,25.0
Czech Republic,Philippines,1.0
Germany,Philippines,2.0
Gibraltar,Philippines,1.0
Hong Kong,Philippines,110.5
Indonesia,Philippines,1.0
Ireland,Philippines,18.0
Jersey,Philippines,2.0
Latvia,Philippines,9.0
Luxembourg,Philippines,4.0
Netherlands,Philippines,1.0
Niue,Philippines,20.0
Panama,Philippines,55.0
Philippines,Russia,77.0
Philippines,Saint Kitts and Nevis,9.0
Philippines,Seychelles,20.0
Philippines,Singapore,5.0
Philippines,Sweden,1.0
Philippines,Ukraine,3.0
Philippines,United Arab Emirates,11.0
Philippines,United Kingdom,146.0
Philippines,United States,31.0
Bahamas,Poland,116.0
British Virgin Islands,Poland,67.0
Canada,Poland,1.0
Cyprus,Poland,1.0
Hong Kong,Poland,2.0
Ireland,Poland,1.0
Niue,Poland,80.0
Panama,Poland,9.0
Poland,Russia,2.0
Poland,Samoa,2.0
Poland,Seychelles,52.0
Poland,United Kingdom,2.0
Poland,United States,1.0
Poland,Wyoming,2.0
Bahamas,Portugal,88.0
Barbados,Portugal,2.0
Bermuda,Portugal,4.0
British Virgin Islands,Portugal,140.0
Canada,Portugal,2.0
Cayman Islands,Portugal,2.0
China,Portugal,1.0
Cyprus,Portugal,10.0
Latvia,Portugal,2.0
Nevada,Portugal,4.0
Niue,Portugal,112.0
Panama,Portugal,127.0
Portugal,Russia,2.0
Portugal,Samoa,20.0
Portugal,Seychelles,1.0
Portugal,United Kingdom,4.0
Portugal,United States,1.0
Barbados,Puerto Rico,2.0
British Virgin Islands,Puerto Rico,1.5
Panama,Puerto Rico,2.0
Bahamas,Qatar,8.0
Bermuda,Qatar,2.0
British Virgin Islands,Qatar,20.0
Isle of Man,Qatar,10.0
Panama,Qatar,24.0
Qatar,Seychelles,2.0
Qatar,United Kingdom,1.0
British Anguilla,Romania,4.0
British Virgin Islands,Romania,18.0
Canada,Romania,1.0
China,Romania,2.0
Cyprus,Romania,2.0
Hong Kong,Romania,1.0
Luxembourg,Romania,1.0
Malta,Romania,2.0
Panama,Romania,5.0
Romania,Russia,3.0
Romania,United Kingdom,5.0
Luxembourg,Russia,8.0
Russia,Saint Kitts and Nevis,29.0
Russia,Samoa,119.0
Russia,Seychelles,96.0
Russia,Singapore,679.5
Russia,Sweden,11.0
Russia,Switzerland,52.0
Russia,Thailand,116.0
Russia,Turks and Caicos Islands,8.0
Russia,Ukraine,33.0
Russia,United Arab Emirates,87.0
Russia,United Kingdom,566.0
Russia,United States,686.0
Russia,Uruguay,5.0
Barbados,Saint Kitts and Nevis,12.0
Nevada,Saint Kitts and Nevis,8.0
Niue,Saint Kitts and Nevis,4.0
Saint Kitts and Nevis,Seychelles,42.0
Saint Kitts and Nevis,Singapore,79.0
Saint Kitts and Nevis,United Arab Emirates,7.0
Saint Kitts and Nevis,United Kingdom,29.0
Saint Kitts and Nevis,United States,89.0
Barbados,Saint Lucia,230.0
British Virgin Islands,Saint Lucia,10.0
Hong Kong,Saint Lucia,1.0
Panama,Saint Lucia,3.0
Saint Lucia,Saint Lucia,8.0
Barbados,Saint Martin (French part),2.0
Barbados,Saint Vincent and the Grenadines,26.0
British Virgin Islands,Saint Vincent and the Grenadines,14.0
China,Saint Vincent and the Grenadines,1.0
Hong Kong,Saint Vincent and the Grenadines,2.0
Ireland,Saint Vincent and the Grenadines,1.0
Panama,Saint Vincent and the Grenadines,6.0
Russia,Saint Vincent and the Grenadines,4.0
Saint Vincent and the Grenadines,United Kingdom,2.0
Saint Vincent and the Grenadines,United States,2.0
British Anguilla,Samoa,4.0
Grenada,Samoa,1.0
Latvia,Samoa,11.0
Malta,Samoa,1.0
Niue,Samoa,156.0
Saint Kitts and Nevis,Samoa,6.0
Samoa,Seychelles,1745.0
Samoa,Singapore,279.5
Samoa,Switzerland,1096.0
Samoa,Ukraine,4.0
Samoa,United Arab Emirates,122.0
Samoa,United Kingdom,242.0
Samoa,United States,120.0
Bahamas,Saudi Arabia,8.0
Bermuda,Saudi Arabia,52.0
British Virgin Islands,Saudi Arabia,176.0
Cayman Islands,Saudi Arabia,4.0
China,Saudi Arabia,1.0
Curaçao,Saudi Arabia,1.0
Cyprus,Saudi Arabia,2.0
Hong Kong,Saudi Arabia,6.0
Ireland,Saudi Arabia,1.0
Jersey,Saudi Arabia,1.0
Latvia,Saudi Arabia,1.0
Niue,Saudi Arabia,6.0
Panama,Saudi Arabia,52.0
Russia,Saudi Arabia,9.0
Saudi Arabia,Seychelles,2.0
Saudi Arabia,Singapore,1.0
Saudi Arabia,United Kingdom,9.0
Saudi Arabia,United States,5.0
Panama,Senegal,2.0
Senegal,Seychelles,4.0
British Virgin Islands,Serbia,14.0
Canada,Serbia,1.0
Ireland,Serbia,2.0
Panama,Serbia,2.0
Russia,Serbia,4.0
Serbia,United Kingdom,4.0
Serbia,United States,1.0
Austria,Seychelles,3.0
Barbados,Seychelles,6.0
British Anguilla,Seychelles,4.0
Seychelles,Singapore,377.0
Seychelles,Sweden,5.0
Seychelles,Switzerland,3269.5
Seychelles,Ukraine,16.5
Seychelles,United Arab Emirates,3506.5
Seychelles,United Kingdom,672.5
Seychelles,United States,232.0
Bermuda,Sierra Leone,6.0
British Virgin Islands,Sierra Leone,2.0
Hong Kong,Sierra Leone,1.0
Panama,Sierra Leone,1.0
Russia,Sierra Leone,1.0
Antigua and Barbuda,Singapore,10.0
Austria,Singapore,5.0
Belize,Singapore,4.0
British Anguilla,Singapore,30.0
Croatia,Singapore,2.0
Georgia,Singapore,2.0
Germany,Singapore,3.0
Isle of Man,Singapore,4.0
Labuan,Singapore,16.0
Latvia,Singapore,100.0
Luxembourg,Singapore,25.0
Malta,Singapore,7.0
Marshall Islands,Singapore,1.5
Mexico,Singapore,1.0
Niue,Singapore,196.0
Saint Lucia,Singapore,2.0
Singapore,Sweden,5.0
Singapore,Switzerland,30.5
Singapore,Taiwan,147.5
Singapore,Thailand,8.5
Singapore,Turks and Caicos Islands,3.0
Singapore,Ukraine,17.0
Singapore,United Arab Emirates,57.0
Singapore,United Kingdom,1023.0
Singapore,United States,314.5
Singapore,Vanuatu,3.0
Panama,Sint Maarten (Dutch part),2.0
British Virgin Islands,Slovakia,11.5
China,Slovakia,2.0
Hong Kong,Slovakia,1.0
Ireland,Slovakia,1.0
Panama,Slovakia,5.0
Russia,Slovakia,1.0
Singapore,Slovakia,1.0
Slovakia,United Kingdom,2.0
Bahamas,Slovenia,6.0
British Anguilla,Slovenia,32.0
British Virgin Islands,Slovenia,16.5
China,Slovenia,2.0
Cyprus,Slovenia,1.0
Hong Kong,Slovenia,2.0
Panama,Slovenia,3.0
Russia,Slovenia,2.0
Slovenia,United Kingdom,6.0
Slovenia,United States,1.0
Antigua and Barbuda,South Africa,1.0
Bahamas,South Africa,16.0
Cayman Islands,South Africa,8.0
Cyprus,South Africa,6.0
Isle of Man,South Africa,8.0
Niue,South Africa,14.0
Panama,South Africa,76.0
Russia,South Africa,14.0
Saint Kitts and Nevis,South Africa,2.0
Samoa,South Africa,1.5
Seychelles,South Africa,1.0
Singapore,South Africa,1.0
South Africa,United Arab Emirates,1.0
South Africa,United Kingdom,16.0
South Africa,United States,6.0
Austria,South Korea,1.0
Barbados,South Korea,2.0
Bermuda,South Korea,6.0
British Virgin Islands,South Korea,150.0
Canada,South Korea,5.0
Cayman Islands,South Korea,3.5
China,South Korea,8.0
Cyprus,South Korea,3.0
Ireland,South Korea,10.0
Latvia,South Korea,6.0
Luxembourg,South Korea,2.0
Mauritius,South Korea,1.0
Netherlands,South Korea,1.0
Panama,South Korea,23.0
Russia,South Korea,19.0
Saint Kitts and Nevis,South Korea,2.0
Samoa,South Korea,1.5
Seychelles,South Korea,13.0
Singapore,South Korea,1.0
South Korea,Switzerland,1.0
South Korea,United Arab Emirates,2.0
South Korea,United Kingdom,49.0
South Korea,United States,7.0
Bahamas,Spain,326.0
Barbados,Spain,26.0
Bermuda,Spain,8.0
British Anguilla,Spain,6.0
British Virgin Islands,Spain,425.5
Canada,Spain,3.0
Cayman Islands,Spain,8.0
China,Spain,5.0
Cook Islands,Spain,2.0
Cyprus,Spain,3.0
Germany,Spain,1.0
Hong Kong,Spain,14.5
Ireland,Spain,4.0
Jersey,Spain,3.0
Nevada,Spain,16.0
Niue,Spain,372.0
Panama,Spain,1090.0
Russia,Spain,6.0
Saint Kitts and Nevis,Spain,6.0
Samoa,Spain,76.0
Seychelles,Spain,77.0
Singapore,Spain,1.0
Spain,Switzerland,2.0
Spain,United Arab Emirates,1.0
Spain,United Kingdom,13.0
Spain,United States,6.0
Spain,Uruguay,6.0
British Virgin Islands,Sri Lanka,42.5
Canada,Sri Lanka,2.0
China,Sri Lanka,3.0
Cyprus,Sri Lanka,2.0
Hong Kong,Sri Lanka,6.0
Jersey,Sri Lanka,2.0
Latvia,Sri Lanka,2.0
Panama,Sri Lanka,4.0
Russia,Sri Lanka,8.0
Saint Kitts and Nevis,Sri Lanka,1.0
Seychelles,Sri Lanka,1.0
Singapore,Sri Lanka,2.0
Sri Lanka,United Kingdom,11.0
Sri Lanka,United States,3.0
Panama,Sudan,2.0
Barbados,Suriname,4.0
British Virgin Islands,Suriname,1.0
Panama,Suriname,1.0
Saint Kitts and Nevis,Suriname,1.0
Antigua and Barbuda,Sweden,2.0
Bahamas,Sweden,44.0
Barbados,Sweden,2.0
Cyprus,Sweden,2.0
Ireland,Sweden,4.0
Jersey,Sweden,1.0
Niue,Sweden,6.0
South Africa,Sweden,1.0
Sweden,Ukraine,1.0
Sweden,United Arab Emirates,3.0
Sweden,United Kingdom,11.0
Sweden,United States,11.0
Antigua and Barbuda,Switzerland,1.0
Austria,Switzerland,1.0
Bahamas,Switzerland,4254.0
Barbados,Switzerland,16.0
Belize,Switzerland,9.0
Bermuda,Switzerland,192.0
British Anguilla,Switzerland,192.0
Croatia,Switzerland,1.0
Grenada,Switzerland,2.0
Ireland,Switzerland,20.0
Isle of Man,Switzerland,2.0
Jersey,Switzerland,3.0
Latvia,Switzerland,6.0
Luxembourg,Switzerland,1.0
Malta,Switzerland,3.0
Mauritius,Switzerland,12.0
Nevada,Switzerland,298.0
Niue,Switzerland,4148.0
Saint Kitts and Nevis,Switzerland,2.0
Switzerland,United Arab Emirates,9.0
Switzerland,United Kingdom,98.0
Switzerland,United States,32.0
Switzerland,Uruguay,4.0
Bahamas,Syria,4.0
British Virgin Islands,Syria,9.5
China,Syria,1.0
Hong Kong,Syria,1.0
Panama,Syria,6.0
Russia,Syria,1.0
Syria,United Kingdom,2.0
Syria,United States,1.0
Antigua and Barbuda,Taiwan,51.0
Australia,Taiwan,1.0
Austria,Taiwan,18.0
Bahamas,Taiwan,486.0
Belarus,Taiwan,10.0
Belize,Taiwan,31.0
Bermuda,Taiwan,48.0
British Anguilla,Taiwan,2.0
British Virgin Islands,Taiwan,15735.0
Canada,Taiwan,347.0
Cayman Islands,Taiwan,48.0
China,Taiwan,497.0
Cook Islands,Taiwan,7.0
Curaçao,Taiwan,8.0
Cyprus,Taiwan,841.5
Czech Republic,Taiwan,11.0
France,Taiwan,1.0
Georgia,Taiwan,1.0
Germany,Taiwan,9.0
Gibraltar,Taiwan,15.0
Ireland,Taiwan,736.0
Israel,Taiwan,3.0
Japan,Taiwan,2.0
Jersey,Taiwan,70.0
Kuwait,Taiwan,1.0
Labuan,Taiwan,1.0
Latvia,Taiwan,337.0
Luxembourg,Taiwan,97.0
Malaysia,Taiwan,3.5
Malta,Taiwan,31.0
Mauritius,Taiwan,28.5
Mexico,Taiwan,1.0
Netherlands,Taiwan,31.0
Nevada,Taiwan,8.0
Niue,Taiwan,464.0
Panama,Taiwan,1749.5
Russia,Taiwan,2662.0
Saint Kitts and Nevis,Taiwan,260.0
Samoa,Taiwan,558.5
Serbia,Taiwan,1.0
Seychelles,Taiwan,579.5
South Africa,Taiwan,2.0
Spain,Taiwan,2.0
Sweden,Taiwan,12.0
Switzerland,Taiwan,53.0
Taiwan,Turks and Caicos Islands,7.0
Taiwan,Ukraine,32.0
Taiwan,United Arab Emirates,206.0
Taiwan,United Kingdom,3859.0
Taiwan,United States,1091.0
Taiwan,Vanuatu,1.0
British Virgin Islands,Tajikistan,1.0
Canada,Tajikistan,1.0
Hong Kong,Tajikistan,2.0
Saint Kitts and Nevis,Tajikistan,1.0
Tajikistan,United Kingdom,1.0
British Virgin Islands,Tanzania,10.0
Canada,Tanzania,1.0
China,Tanzania,1.0
Hong Kong,Tanzania,3.0
Panama,Tanzania,3.0
Russia,Tanzania,1.0
Tanzania,United Arab Emirates,1.0
Tanzania,United States,1.0
Bahamas,Thailand,50.0
Belize,Thailand,2.0
Bermuda,Thailand,16.0
British Anguilla,Thailand,6.0
Canada,Thailand,14.0
Cayman Islands,Thailand,7.0
Cook Islands,Thailand,0.5
Cyprus,Thailand,38.0
Czech Republic,Thailand,2.0
Ireland,Thailand,40.0
Japan,Thailand,1.0
Jersey,Thailand,5.0
Latvia,Thailand,10.0
Luxembourg,Thailand,4.0
Netherlands,Thailand,3.0
Nevada,Thailand,34.0
Niue,Thailand,14.0
Panama,Thailand,100.0
Philippines,Thailand,1.0
Saint Kitts and Nevis,Thailand,7.0
Samoa,Thailand,35.0
Seychelles,Thailand,530.0
Sweden,Thailand,2.0
Switzerland,Thailand,1.0
Thailand,Ukraine,1.0
Thailand,United Arab Emirates,13.0
Thailand,United Kingdom,184.0
Thailand,United States,43.0
British Virgin Islands,Tonga,10.0
Canada,Tonga,1.0
China,Tonga,1.0
Curaçao,Tonga,1.0
Hong Kong,Tonga,1.0
Panama,Tonga,1.0
Russia,Tonga,5.0
Saint Kitts and Nevis,Tonga,1.0
Tonga,United Arab Emirates,1.0
Tonga,United Kingdom,4.0
Barbados,Trinidad and Tobago,146.0
British Virgin Islands,Trinidad and Tobago,12.0
Hong Kong,Trinidad and Tobago,1.0
Panama,Trinidad and Tobago,2.0
Russia,Trinidad and Tobago,1.0
Trinidad and Tobago,United Kingdom,1.0
British Virgin Islands,Tunisia,6.0
Panama,Tunisia,2.0
Bahamas,Turkey,6.0
Bermuda,Turkey,2.0
British Virgin Islands,Turkey,169.5
Canada,Turkey,3.0
China,Turkey,4.0
Hong Kong,Turkey,6.0
Ireland,Turkey,2.0
Niue,Turkey,12.0
Panama,Turkey,41.0
Russia,Turkey,6.0
Saint Kitts and Nevis,Turkey,1.0
Samoa,Turkey,2.0
Seychelles,Turkey,5.0
Turkey,United Kingdom,3.0
Turkey,United States,2.0
British Virgin Islands,Turkmenistan,9.0
China,Turkmenistan,1.0
Hong Kong,Turkmenistan,3.0
Panama,Turkmenistan,2.0
Russia,Turkmenistan,3.0
Turkmenistan,United Kingdom,2.0
Bahamas,Turks and Caicos Islands,10.0
Barbados,Turks and Caicos Islands,96.0
Canada,Turks and Caicos Islands,1.0
Cyprus,Turks and Caicos Islands,2.0
Ireland,Turks and Caicos Islands,2.0
Luxembourg,Turks and Caicos Islands,1.0
Panama,Turks and Caicos Islands,6.0
Saint Kitts and Nevis,Turks and Caicos Islands,1.0
Seychelles,Turks and Caicos Islands,2.0
Switzerland,Turks and Caicos Islands,1.0
Turks and Caicos Islands,United Kingdom,3.0
Turks and Caicos Islands,United States,3.0
Antigua and Barbuda,US Virgin Islands,4.0
Bahamas,US Virgin Islands,4.0
Barbados,US Virgin Islands,6.0
Belize,US Virgin Islands,1.0
British Virgin Islands,US Virgin Islands,449.5
Canada,US Virgin Islands,15.0
Croatia,US Virgin Islands,1.0
Curaçao,US Virgin Islands,1.0
Cyprus,US Virgin Islands,29.0
Czech Republic,US Virgin Islands,2.0
Ireland,US Virgin Islands,28.0
Jersey,US Virgin Islands,2.0
Latvia,US Virgin Islands,10.0
Luxembourg,US Virgin Islands,1.0
Malta,US Virgin Islands,1.0
Netherlands,US Virgin Islands,1.0
Panama,US Virgin Islands,49.0
Russia,US Virgin Islands,93.0
Saint Kitts and Nevis,US Virgin Islands,11.0
Samoa,US Virgin Islands,3.0
Seychelles,US Virgin Islands,11.0
Singapore,US Virgin Islands,4.5
South Africa,US Virgin Islands,1.0
Sweden,US Virgin Islands,2.0
Switzerland,US Virgin Islands,2.0
US Virgin Islands,US Virgin Islands,2.0
US Virgin Islands,United Arab Emirates,6.0
US Virgin Islands,United Kingdom,126.0
US Virgin Islands,United States,34.0
British Virgin Islands,Uganda,2.0
Antigua and Barbuda,Ukraine,1.0
Bahamas,Ukraine,164.0
Bermuda,Ukraine,6.0
British Anguilla,Ukraine,2.0
Cook Islands,Ukraine,0.5
Germany,Ukraine,1.0
Ireland,Ukraine,8.0
Jersey,Ukraine,1.0
Latvia,Ukraine,1.0
Luxembourg,Ukraine,1.0
Niue,Ukraine,4.0
Saint Kitts and Nevis,Ukraine,2.0
Ukraine,United Kingdom,36.0
Ukraine,United States,18.0
Antigua and Barbuda,United Arab Emirates,2.0
Barbados,United Arab Emirates,2.0
Belize,United Arab Emirates,2.0
British Anguilla,United Arab Emirates,484.0
Czech Republic,United Arab Emirates,1.0
Dubai,United Arab Emirates,4.0
Gibraltar,United Arab Emirates,1.0
Latvia,United Arab Emirates,9.0
Luxembourg,United Arab Emirates,2.0
Mauritius,United Arab Emirates,2.0
Nevada,United Arab Emirates,2.0
Niue,United Arab Emirates,272.0
Panama,United Arab Emirates,1870.0
Saint Vincent and the Grenadines,United Arab Emirates,4.0
Ukraine,United Arab Emirates,1.0
United Arab Emirates,United Kingdom,93.0
United Arab Emirates,United States,72.0
Grenada,United Kingdom,2.0
Labuan,United Kingdom,1.0
Nevada,United Kingdom,30.0
Niue,United Kingdom,1482.0
State of Delaware,United Kingdom,4.0
United Kingdom,United States,959.0
United Kingdom,Wyoming,2.0
Barbados,United States,490.0
British Anguilla,United States,64.0
Czech Republic,United States,3.0
Grenada,United States,1.0
Ireland,United States,184.0
Labuan,United States,3.5
Nevada,United States,192.0
Niue,United States,172.0
Saint Lucia,United States,1.5
State of Delaware,United States,124.0
United States,Vanuatu,7.5
Belize,Uruguay,9.0
British Anguilla,Uruguay,134.0
British Virgin Islands,Uruguay,2944.0
China,Uruguay,1.0
Costa Rica,Uruguay,16.0
Cyprus,Uruguay,4.0
Hong Kong,Uruguay,15.0
Ireland,Uruguay,3.0
Malta,Uruguay,2.0
Nevada,Uruguay,136.0
Niue,Uruguay,216.0
Saint Kitts and Nevis,Uruguay,2.0
Samoa,Uruguay,18.0
Seychelles,Uruguay,352.0
United Kingdom,Uruguay,6.0
United States,Uruguay,1.0
Uruguay,Wyoming,14.0
Belize,Uzbekistan,2.0
British Virgin Islands,Uzbekistan,33.0
China,Uzbekistan,4.0
Hong Kong,Uzbekistan,9.0
Ireland,Uzbekistan,1.0
Panama,Uzbekistan,4.0
Russia,Uzbekistan,6.0
United Arab Emirates,Uzbekistan,1.0
United Kingdom,Uzbekistan,6.0
United States,Uzbekistan,2.0
Antigua and Barbuda,Vanuatu,1.0
British Virgin Islands,Vanuatu,41.0
Canada,Vanuatu,1.0
Cook Islands,Vanuatu,2.0
Ireland,Vanuatu,1.0
Panama,Vanuatu,6.0
Russia,Vanuatu,4.0
Seychelles,Vanuatu,1.0
United Kingdom,Vanuatu,12.0
Antigua and Barbuda,Venezuela,1.0
Bahamas,Venezuela,36.0
Barbados,Venezuela,20.0
Belize,Venezuela,16.0
Bermuda,Venezuela,6.0
British Anguilla,Venezuela,48.0
British Virgin Islands,Venezuela,372.5
Canada,Venezuela,6.0
Cayman Islands,Venezuela,6.0
China,Venezuela,8.0
Cyprus,Venezuela,7.0
Czech Republic,Venezuela,1.0
Hong Kong,Venezuela,55.0
Ireland,Venezuela,9.0
Jersey,Venezuela,2.0
Latvia,Venezuela,8.0
Nevada,Venezuela,26.0
Niue,Venezuela,6.0
Panama,Venezuela,1064.0
Russia,Venezuela,23.0
Saint Kitts and Nevis,Venezuela,1.0
Samoa,Venezuela,4.0
Seychelles,Venezuela,50.0
Singapore,Venezuela,2.0
Sweden,Venezuela,1.0
Switzerland,Venezuela,1.0
Ukraine,Venezuela,1.0
United Arab Emirates,Venezuela,2.0
United Kingdom,Venezuela,45.0
United States,Venezuela,13.0
Uruguay,Venezuela,4.0
Austria,Vietnam,1.0
Bahamas,Vietnam,4.0
British Virgin Islands,Vietnam,101.0
Canada,Vietnam,1.0
Cayman Islands,Vietnam,22.0
China,Vietnam,4.0
Cook Islands,Vietnam,2.0
Cyprus,Vietnam,8.0
Hong Kong,Vietnam,13.5
Ireland,Vietnam,1.0
Latvia,Vietnam,1.0
Luxembourg,Vietnam,1.0
Mauritius,Vietnam,3.0
Panama,Vietnam,14.0
Russia,Vietnam,13.0
Saint Kitts and Nevis,Vietnam,1.0
Seychelles,Vietnam,7.0
Singapore,Vietnam,1.0
Ukraine,Vietnam,1.0
United Arab Emirates,Vietnam,1.0
United Kingdom,Vietnam,25.0
United States,Vietnam,8.0
Panama,Yemen,2.0
British Virgin Islands,Zambia,4.0
British Virgin Islands,Zimbabwe,15.0
Hong Kong,Zimbabwe,3.0
Jersey,Zimbabwe,1.0
Panama,Zimbabwe,6.0
Russia,Zimbabwe,2.0
United States,Zimbabwe,1.0
